avg_word_len,ttr,punc_density,avg_sent_len,author
4.938566552901024,0.5631399317406144,0.06594885598923284,20.08108108108108,H.P. Lovecraft
4.60233918128655,0.5750487329434698,0.0506108202443281,47.75,H.P. Lovecraft
3.6679611650485437,0.4524271844660194,0.12868217054263567,20.806451612903224,H.P. Lovecraft
3.867446393762183,0.49707602339181284,0.1510574018126888,27.583333333333332,H.P. Lovecraft
3.963035019455253,0.490272373540856,0.11774193548387096,20.666666666666668,H.P. Lovecraft
3.385229540918164,0.3772455089820359,0.17875647668393782,35.09090909090909,H.P. Lovecraft
4.165009940357853,0.5129224652087475,0.11627906976744186,24.08,H.P. Lovecraft
3.90978886756238,0.4932821497120921,0.12855007473841554,23.06896551724138,H.P. Lovecraft
4.038229376257545,0.482897384305835,0.24820659971305595,13.150943396226415,H.P. Lovecraft
3.731060606060606,0.4564393939393939,0.15036496350364964,34.25,H.P. Lovecraft
4.121272365805169,0.5089463220675944,0.13333333333333333,30.75,H.P. Lovecraft
4.363453815261044,0.5682730923694779,0.10405643738977072,28.35,H.P. Lovecraft
4.139165009940358,0.4970178926441352,0.11092150170648464,32.55555555555556,H.P. Lovecraft
4.091633466135458,0.5139442231075697,0.12006861063464837,29.15,H.P. Lovecraft
4.194,0.532,0.12,27.38095238095238,H.P. Lovecraft
3.8275862068965516,0.4272030651340996,0.1332378223495702,34.9,H.P. Lovecraft
4.268389662027833,0.5149105367793241,0.12271973466003316,28.714285714285715,H.P. Lovecraft
4.344554455445545,0.5168316831683168,0.10714285714285714,36.75,H.P. Lovecraft
4.202020202020202,0.5272727272727272,0.10600706713780919,37.733333333333334,H.P. Lovecraft
4.412790697674419,0.5290697674418605,0.0991869918699187,29.285714285714285,H.P. Lovecraft
4.236790606653621,0.5107632093933464,0.11386138613861387,28.857142857142858,H.P. Lovecraft
3.9904580152671754,0.4866412213740458,0.1282051282051282,30.136363636363637,H.P. Lovecraft
4.169042769857434,0.5173116089613035,0.1416382252559727,32.55555555555556,H.P. Lovecraft
4.233201581027668,0.48023715415019763,0.08849557522123894,43.46153846153846,H.P. Lovecraft
4.202404809619239,0.48697394789579157,0.13969335604770017,27.952380952380953,H.P. Lovecraft
4.388,0.512,0.10619469026548672,22.6,H.P. Lovecraft
